RU/UK,EN
vladimir e. zakharov,Vladimir E. Zakharov
ospina,Ospina
bogomolts ,Bogomolt
київська військова округа,Kiev military district
апостол петро,Apostle Peter
allium cepa,Allium cepa
urmas paet,Urmas Paet
syria,Syria
thomas aquinas,Thomas Aquinas
gorny,Gorny
rupert giles,Rupert Giles
igor strelkov ,Igor Strelkov
троїстий союз ацтеків,Triple Alliance of Aztecs
rifle,Rifle
clémont,Clémont
serhiy zinchenko ,Serhiy Zinchenko
navstar gps,NAVSTAR GPS
святий престіл,Holy Trinity
скріпін,Secure
bb gun,BB gun
endemol,Endemol
democracy,democracy
alexander muzychka ,Alexander Muzychka
paul,Paul
джон д. рокфелер,John D. Rockefeller
maria ,Maria
supermodel,supermodel
donetsk airport ,Donetsk airport
українська народно-революційна армія,Ukrainian People's Revolutionary Army
tymchuk ,Tymchuk
андрій тимофійович болотов,Andrei Timofeevich Bolotov
hooper,Hooper
"square co., ltd.","Square Co., Ltd."
novopskov,Novopskov
susanoo,Susanoo
володимир гусинський,Volodymyr Gusinsky
state political directorate,State Political Directorate
korea,Korea
reinforcements ,reinforcements
nicaragua,Nicaragua
yasnogorsk,Yasnogorsk
vilnius,Vilnius
al jazeera,Al Jazeera
verkhovna rada of ukraine ,Verkhovna Rada of Ukraine
red,Red
center of kramatorsk ,center of Kramatorsk
central election ,Central Election
jan eliasson,Jan Eliasson
лімонов едуард веніамінович,Limonov Eduard Veniaminovich
alpha centauri,Alpha Centauri
prikaz,Come on
methodism,Methodism
гучков олександр,Guchkov Alexander
pigeon,pigeon
kgb,KGB
kgb ,KGB
rpg-7,RPG-7
alice,Alice
