RU/UK,EN
columbia,Columbia
oleg voloshin ,Oleg Voloshin
tsn ,TSN
sorokyne,Sorokyne
imf ,IMF
соня блэйд,Sonya Blade
andrei shevchenko ,Andrei Shevchenko
сэм стосур,Sam Stosur
шеварднадзе,Shevardnadze
peskov ,Peskov
cabinet ,Cabinet
of korrespondent.net ,of Korrespondent.net
moctezuma,Moctezuma
camille montagne,Camille montagne
miusynsk ,Miusynsk
jail ,jail
"березовский, борис абрамович","Berezovsky, Boris Abramovich"
eugene ,Eugene
volodymyr lytvyn,Volodymyr Lytvyn
mykolaiv,Mykolaiv
nalyvaychenko ,Nalyvaychenko
soviet portable antitank missile complex ,Soviet portable antitank missile complex
стариков николай викторович,Starikov Nikolay Viktorovich
sistema,Sistema
сила (департамент),Strength (department)
meriwether lewis,Meriwether lewis
cherevkovku ,Cherevkovku
bakhmut,Bakhmut
ксюша собчак,Ksyusha Sobchak
республика намибия,Republic of Namibia
television special,television special
оперативные войска,Operational troops
рома́н арка́диевич абрамо́вич,Roman Arkadievich Abramovich
agence france-presse,Agence France-Presse
khartsyzsk ,Khartsyzsk
long ,long
turchynov ,Turchynov
michael weiss,Michael Weiss
finland ,Finland
всск,VSSK
canadian joe ,Canadian joe
slovakia ,Slovakia
donbas ,Donbas
street institutskaya in central kiev ,street Institutskaya in central Kiev
rinat akhmetov ,Rinat akhmetov
щаранский натан,Sharansky Natan
огпу,OGPU
debaltsevsky vыstup ,Debaltsevsky vystup
rome ,Rome
"литвин, владимир","Litvin, Vladimir"
kuivskih ,kuivskih
local police ,Local police
komsomolskaya pravda,Komsomolskaya pravda
novoaydara ,Novoaydara
ranko krivokapić,Rano krivokapić
bundesnachrichtendienst,Bundesnachrichtendienst
нижегородский государственный университет им. н. и. лобачевского,Nizhny Novgorod State University. N.I. Lobachevsky
achaea,Achaea
timoshenko ,Timoshenko
don ,Don
"леонов, леонид","Leonov, Leonid"
abkhazia,Abkhazia
girkin ,Girkin
budapest memorandum ,Budapest Memorandum
olesya zhukovskaya ,Olesya Zhukovskaya
"собчак, анатолий","Sobchak, Anatoly"
mina,Mina
hail ,hail
viktor yushchenko,Viktor Yushchenko
eastern ukraine ,Eastern Ukraine
tornado,tornado
aleksey lubnin ,Aleksey lubnin
тимуриды,Timurids
andrei yevgenyevich ivanov,Andrei Yevgenyevich Ivanov
сунийе i руссильонский,Sunie I of Roussillon
drake (ботаник),Drake (nerd)
coco chanel,Coco chanel
pindostane ,Pindostane
lugansk region ,Lugansk region
фаготино,fagotino
золотые прииски,Gold mines
nashik,Nashik
акционерный коммерческий сберегательный банк российской федерации,Joint-Stock Commercial Savings Bank of the Russian Federation
hostel ,hostel
партия зеленых,Party green
офицерский корпус,Officer corps
emmett reid dunn,Emmett Reid Dunn
св. пётр,St. Peter
huylo ,Huylo
leon trotsky,Leon Trotsky
гулагонг-коули ивонн,Gulagong-Cowley Yvonne
fc kharkiv,FC Kharkiv
zakhar vinogradov ,Zakhar vinogradov
дзержинск (нижегородская область),Dzerzhinsk (Nizhny Novgorod region)
yule,Yule
rpg-18,RPG-18
"савенко, эдуард","Savenko, Edward"
alexei yashin,Alexei Yashin
mikhail dobkin ,Mikhail Dobkin
rain ,Rain
"клинтон, челси","Clinton, Chelsea"
велики преслав,Veliki Preslav
soviet ,Soviet
latvia,Latvia
ukrainian army,Ukrainian army
john o. brennan,John O. Brennan
роман абрамович,Roman Abramovich
rade ,Rade
denysenko ,Denysenko
джон рокфеллер,John rockefeller
poirot ,Poirot
эдуард шеварднадзе,Edward Shevardnadze
merman ,Merman
"джигарханян, армен борисович","Dzhigarkhanyan, Armen Borisovich"
роман скрипин,Roman Skripin
lutsk,Lutsk
воронцов александр,Vorontsov Alexander
eus,Eus
zhytomyr ,Zhytomyr
worm,worm
oleg derek ,Oleg Derek
кристофер кит ирвайн,Christopher Keith Irvine
minsk agreement ,Minsk Agreement
rubizhne,Rubizhne
горный перевал,Mountain pass
interfax-ukraine,Interfax-Ukraine
hauptverwaltung aufklärung,Hauptverwaltung Aufklärung
gunmen ,Gunmen
barack obama ,Barack obama
гусинский в. а.,Gusinsky V.A.
timchuk ,Timchuk
", alexander hug ",Alexander Hug
rybachuk ,Rybachuk
ordlo ,Ordlo
иррегулярная армия,Irregular army
esin80 ,esin80
eugene perebiynis ,Eugene perebiynis
sniper rifle,Sniper rifle
операция барбаросса,Operation Barbarossa
right quadrant ,right quadrant
zulu kingdom,Zulu kingdom
mykola azarov,Mykola azarov
dlnr ,DLNR
anton makarenko,Anton Makarenko
английская ост-индская компания,English East India Company
gennady korban,Gennady korban
alexey matsuk ,Alexey Matsuk
novogrigorovkoy ,Novogrigorovkoy
илья (португалия),Ilya (Portugal)
alexander bednov,Alexander Bednov
krivoy ,Krivoy
louisa,Louisa
galician,Galician
olha bohomolets,Olha bohomolets
ilovaysk ,Ilovaysk
vanilla,vanilla
dmitry peskova ,Dmitry Peskova
happiness,happiness
armenia,Armenia
empire ,Empire
hare ,Hare
bryanka ,Bryanka
крупный город,Big City
batkyvschynы ,Batkyvschyny
bulat ,Bulat
golovko ,Golovko
fabriciano gonzález,Fabriciano gonzález
telmanovo ,Telmanovo
army ,army
lugansk republic ,Lugansk republic
jordan gp,Jordan gp
swift ,Swift
charlie ,Charlie
"нимейри, джафар","Nimeiri, Jafar"
transnistria ,Transnistria
gru ,GRU
президент рф,President of the Russian Federation
hrc,HRC
ban ki-moon,Ban ki-moon
эдичка,Edichka
"дрейк, эммануэль","Drake, Emmanuel"
kherson,Kherson
kramatorsk ,Kramatorsk
sputnik 1,Sputnik 1
киевский ово,Kiev OBO
bankova ,Bankova
барбаросса,Barbarossa
semyon pegov ,Semyon pegov
"киссинджер, генри альфред","Kissinger, Henry Alfred"
fraternal organization,fraternal organization
komsomol ,Komsomol
alex ,Alex
moldova ,Moldova
kunya,Kunya
andrey shevchenko ,Andrey Shevchenko
irina verigin ,Irina verigin
street ordzhonikidze ,Street Ordzhonikidze
kharkiv oblast,Kharkiv Oblast
st. george,St. George
churkin ,Churkin
miner,miner
sergey lavrov,Sergey Lavrov
msd,MSD
городецкий район нижегородской области,Gorodetsky district of Nizhny Novgorod region
litvinov ,Litvinov
administration dnipropetrovsk ,administration Dnipropetrovsk
byline,byline
жилой дом,House
кэтрин элизабет миддлтон,Catherine Elizabeth Middleton
гусинский,Gusinsky
b ,B
civil ,Civil
чёрный араб,Black arab
ramzesl776 ,Ramzesl776
slavic area ,Slavic area
михаил федорович,Mikhail Fedorovich
charles paul alexander,Charles Paul Alexander
landlord,landlord
"киссинджер, генри","Kissinger, Henry"
sonya blade,Sonya blade
georgia ,Georgia
"петреску, елена","Petrescu, Elena"
igor yankiv ,Igor Yankiv
heavenly hundreds,Heavenly hundreds
натан щаранский,Natan Sharansky
gérard depardieu,Gérard Depardieu
daniel garrison brinton,Daniel Garrison Brinton
берлин-ванзее,Berlin-Wansee
shuya,Shuya
govan mbeki,Govan mbeki
novoazovsk district ,Novoazovsk District
нижегородский государственный университет,Nizhny Novgorod State University
ostrovany,Ostrovany
tv channel cnn ,TV channel CNN
vladimir makovich ,Vladimir Makovich
dania beach,Dania beach
ивонн коули,Yvonne cowley
mk ,Mk
sharansky ,Sharansky
twin,twin
maize,Maize
оливковый цвет,olive color
western europe,Western europe
drohobych,Drohobych
ria-novosti ,RIA-Novosti
mesquite,Mesquite
outskirts ,outskirts
pr ,PR
donbass ,Donbass
pavel petrov ,Pavel Petrov
республика союз мьянма,Republic of the Union of Myanmar
leinster,Leinster
uwb ,Uwb
eurasia,Eurasia
arkady babchenko ,Arkady BABCHENKO
socha,Socha
lavra,Lavra
ivan durnovo,Ivan Durnovo
"макаров, степан","Makarov, Stepan"
ноаю,NOAU
logvinova ,Logvinova
"кравчук, леонид макарович","Kravchuk, Leonid Makarovich"
prosecutor,prosecutor
little russia,Little russia
kirov street ,Kirov Street
bondarenko ,Bondarenko
sergey zinchenko ,Sergey Zinchenko
myronivka,Myronivka
brazil,Brazil
сьюард уильям генри,Seward William Henry
andrew parubiya ,Andrew Parubiya
vergulovka ,Vergulovka
шос,SCO
brigada,Brigada
andrey bolotov,Andrey Bolotov
kharkiv region ,Kharkiv region
stepan bandera,Stepan bandera
sopin ,Sopin
"рокфеллер, джон дэвисон",Rockefeller john davison
svatovo ,Svatovo
petro poroshenko bloc,Petro Poroshenko Bloc
dmitry tymchuk ,Dmitry Tymchuk
street institutskaya ,street Institutskaya
an-2 ,AN-2
владимир гусинский,Vladimir Gusinsky
фридрих i,Frederick I
cia ,CIA
peter poroshenko ,Peter Poroshenko
лгу им. жданова,LSU them. Zhdanova
украинский военный округ,Ukrainian Military District
moykavkoy ,Moykavkoy
"петр, св. апостол","Peter, sv. apostle"
bes,Bes
howitzers d-30 ,howitzers D-30
alexander lukyanchenko ,Alexander Lukyanchenko
svyatogorsk ,Svyatogorsk
group,group
ивонн гулагонг-коули,Yvonne Gulagong-Cowley
dubai,Dubai
англо-айрейниан ойл компани,Anglo-Ayrainian Oil Company
patriarch volodymyr,Patriarch volodymyr
vitaliy zakharchenko,Vitaliy Zakharchenko
rostov-on-don ,Rostov-on-Don
krasnodar krai,Krasnodar Krai
квэнья,quenya
jean baptiste kléber,Jean baptiste kléber
борис альбертович филатов,Boris Albertovich Filatov
ben rhodes,Ben rhodes
hu ,Hu
debaltseve,Debaltseve
apu ,APU
imf,IMF
"krasnoarmeysk, ",Krasnoarmeysk
peter fedchuk ,Peter Fedchuk
"гучков, александр","Guchkov, Alexander"
вооружённые силы кнр,Chinese Armed Forces
nemtsov ,Nemtsov
eugene ponomarev ,Eugene Ponomarev
kyiv oblast,Kyiv Oblast
филипп карпентер,Philip Carpenter
киссинджер генри альфред,Kissinger Henry Alfred
artur moraes,Artur moraes
marinka ,Marinka
савенко эдуард,Eduard Savenko
rozhdestvensky (surname),Rozhdestvensky (surname)
belorechensk,Belorechensk
alexander glazunov,Alexander Glazunov
serhiy nigoyan ,Serhiy Nigoyan
performer,performer
берия лаврентий павлович,Beria Lavrenty Pavlovich
correspondent of espresso ,correspondent of Espresso
нимейри,Nimeiri
timurid empire,Timurid Empire
stalingrad ,Stalingrad
sloviansk,Sloviansk
união esporte clube,União Esporte Clube
anton šťastný,Anton Šťastný
ilienko ,Ilienko
wct ,WCT
vyacheslav hleb,Vyacheslav hleb
сбербанк россии,Sberbank of Russia
публичное акционерное общество «сбербанк россии»,"Public Joint Stock Company ""Sberbank of Russia"""
eduard basurin ,Eduard basurin
александр глазунов,Alexander Glazunov
tehsil,tehsil
британский радж,British Raj
юкаги&#769;ры,Yukagir
шлегель август вильгельм,Schlegel August Wilhelm
ukraine on ,Ukraine on
бирманский союз,Burmese Union
us embassy ,US Embassy
swab,swab
italian ,Italian
lviv ,Lviv
berkeley,Berkeley
абель н.,Abel N.
florida,Florida
luhanskteplovoz,Luhanskteplovoz
chkalovsk,Chkalovsk
gennady moskal ,Gennady moskal
kid ,Kid
яшин и.,Yashin I.
ukrainian land ,Ukrainian land
илья яшин,Ilya Yashin
герцогиня кембриджская кэтрин,Duchess of Cambridge Katherine
guchkov ,Guchkov
lenin street ,Lenin street
german democratic republic,German Democratic Republic
шеварднадзе э. а.,Shevardnadze E.A.
georgy zhukov,Georgy Zhukov
bassoon,bassoon
александр гучков,Alexander Guchkov
alen touraine,Alen touraine
telmanovskiy area ,Telmanovskiy area
petrovsky district ,Petrovsky district
xi ,Xi
dolomite ,Dolomite
jean-baptiste leschenault de la tour,Jean-Baptiste Leschenault de La Tour
unn,UNN
oliver stone,Oliver stone
american,american
to lenta.ru ,to Lenta.ru
первенство,championship
dolphin ,Dolphin
глазунов александр константинович,Glazunov Alexander Konstantinovich
anatoly ermolin ,Anatoly ermolin
heidi tagliavini,Heidi tagliavini
kalinovka ,Kalinovka
мужская сборная союза советских социалистических республик по футболу,men's football team of the Union of Soviet Socialist Republics
heinrich eggestein,Heinrich Eggestein
navigator kiev ,Navigator Kiev
valeri ,Valeri
turkish ,Turkish
колчак а.,Kolchak A.
andriy parubiy,Andriy parubiy
босые кармелиты,Barefoot Carmelites
hispania baetica,Hispania Baetica
yasnogorki apc ,Yasnogorki APC
port-au-prince,Port-au-prince
колчак александр васильевич,Kolchak Alexander Vasilyevich
"романов, михаил федорович","Romanov, Mikhail Fedorovich"
valery andruschuk ,Valery Andruschuk
volkov ,Volkov
гусинский владимир александрович,Gusinsky Vladimir Aleksandrovich
auschwitz ,Auschwitz
novoyadar,Novoyadar
ukrainian ,Ukrainian
ivan koloff,Ivan Koloff
rostov region ,Rostov Region
magadan,Magadan
katrina ,Katrina
leonid kravchuk,Leonid Kravchuk
лия бутoвнa шобухова,Lia Butubna Shobukhova
igor eydman ,Igor Eydman
gold mining,gold mining
euroset,Euroset
putlera ,Putlera
european,European
европейский боксерский союз,European Boxing Union
khrushchev ,Khrushchev
сименон ж.,Simenon J.
abkhazia ,Abkhazia
савик шустер,Savik Shuster
givi ,Givi
захар григорьевич чернышёв,Zakhar G. Chernyshev
rpg-18 mukha,RPG-18 Mukha
odesskoy ,Odesskoy
michael schenker group,Michael Schenker Group
finland,Finland
awadh,Awadh
"бутефлика, абдельазиз","Bouteflika, Abdelaziz"
michael,Michael
ato ,ATO
qatar ,Qatar
"харитонов, александр евгеньевич","Kharitonov, Alexander Evgenievich"
donetsk people's republic ,Donetsk People's Republic
serhiy leshchenko,Serhiy Leshchenko
никка коста,Nikka Costa
valeri bure,Valeri Bure
redkodub ,Redkodub
михаил георгиевич шервашидзе,Mikhail Georgievich Shervashidze
lower lozovoy ,Lower lozovoy
lake baikal,Lake baikal
trotsky ,Trotsky
pioneer ,Pioneer
anti-terrorist ,Anti-terrorist
tanya haden,Tanya haden
pavel klimkin ,Pavel klimkin
viktor medvedchuk ,Viktor Medvedchuk
facebook ,facebook
иррегулярные войска,Irregular troops
merkel ,Merkel
dumansky ,Dumansky
highway m-103 ,highway M-103
committee,committee
henry kissinger ,Henry kississ
водяной царь,Water king
факультеты ннгу,Faculties of UNN
